east north cat Gh_id Elevation
-545622.72793683 -1231107.07338795 857 B6JABL02 203.57000000
-528783.03289965 -1247349.73165846 858 B6JABO01 176.00000000
-582636.49501177 -1249965.58519242 859 B6JAKU01 144.71000000
-678671.49201463 -1196616.91950496 860 B6JAPO01 520.00000000
-701822.84929121 -1244964.69181371 861 B6JAUE01 959.00000000
-692371.63854066 -1240423.65916433 862 B6JOCH01 212.00000000
-743578.96569633 -1210301.56745005 863 B6KARL01 946.00000000
-509811.90442548 -1219958.62418978 864 B6KOCO01 175.00000000
-566186.22631134 -1206604.32450256 865 B6KOPC01 156.39000000
-477549.58723551 -1196574.208839 866 B6KOPO01 310.00000000
-532022.94942591 -1225934.62514705 867 B6KOSA01 319.00000000
-525092.17712529 -1223014.16166597 868 B6KRAJ01 233.00000000
-485534.06917992 -1243989.91558488 869 B6KRCA01 216.00000000
-680032.26220278 -1238348.27701305 870 B6KREM01 203.00000000
-570086.6488428 -1253150.67175707 871 B6KUCD01 206.00000000
-568048.26846853 -1252127.27703437 872 B6KUCH01 253.00000000
-545983.4024931 -1221128.76252668 873 B6KUNV01 215.27000000
-620076.5157492 -1210832.39148487 874 B6LAAT01 184.00000000
-478478.81663354 -1191137.43027209 875 B6LADC01 254.00000000
-623067.4416766 -1229072.72976334 876 B6LEIS01 457.00000000
-658647.86490072 -1206860.67493948 877 B6LEOD01 288.00000000
-737902.36275564 -1216328.5038969 878 B6LIEB01 903.00000000
-712998.40444284 -1202635.8142702 879 B6LIMB01 564.00000000
-563941.89081251 -1265391.32296265 880 B6LIMH01 181.00000000
-616163.62831629 -1219655.96451719 881 B6LOOS01 254.00000000
-520562.90964917 -1214056.01035026 882 B6LUBI01 273.00000000
-511285.66438002 -1229650.04340726 883 B6LUKA01 171.00000000
-635535.7513291 -1215249.28710299 884 B6MAIL01 212.00000000
-569182.87928884 -1268553.33487062 885 B6MAJA01 586.00000000
-577022.66501583 -1248196.58995093 886 B6MALA01 165.00000000
-556760.96501235 -1260629.05341998 887 B6MDRA01 195.00000000
-699341.77388484 -1195513.28014689 888 B6MEIR01 490.00000000
-703359.05289818 -1256652.68078696 889 B6MELK01 249.00000000
-683484.74060234 -1203870.40724148 890 B6MESS01 485.00000000
-561140.27325188 -1234381.46893891 891 B6MIKU01 236.00000000
-605473.29172144 -1229770.88612173 892 B6MIST01 191.00000000
-614775.51024149 -1206384.27467102 893 B6MITT01 183.00000000
-561129.21175907 -1234270.82490202 894 B6MKUL01 239.00000000
-558907.1316269 -1256729.36249111 895 B6MODP01 531.00000000
-469151.2837877 -1196282.14112069 896 B6MOJT01 650.00000000
-577093.58349296 -1231533.85368244 897 B6MORA01 155.00000000
-487227.23396632 -1212368.87174667 898 B6MOTE01 280.00000000
-532667.04260664 -1216379.21288758 899 B6MYJA01 349.00000000
-533408.81928438 -1215638.36260997 900 B6MYJA02 324.34000000
-454614.7570867 -1210761.20676294 901 B6NIPR01 354.00000000
-466592.77131183 -1217585.95527901 902 B6NIRU01 327.00000000
-515118.0870672 -1204621.49574701 903 B6NOBO01 298.00000000
-514356.50219399 -1217979.87557152 904 B6NOME01 196.00000000
-667907.64065046 -1203743.13128083 905 B6NONN01 469.00000000
-462537.28637384 -1227405.86460046 906 B6NOVA01 242.00000000
-602460.08531176 -1264093.34798764 907 B6OBER01 150.00000000
-714909.12681027 -1273918.13912581 908 B6OBME01 295.00000000
-477626.96302551 -1235515.81255965 909 B6PAMB01 190.00000000
-568409.82631448 -1256449.45152799 910 B6PERN01 269.00000000
-559607.277142 -1266046.15186256 911 B6PEZI01 151.00000000
-705170.04095016 -1187154.53199494 912 B6PFAF01 573.00000000
-515317.33207733 -1234082.69755609 913 B6PIES01 161.00000000
-553286.2528362 -1238960.00909822 914 B6PLPE01 223.00000000
-688329.66658546 -1189715.5270871 915 B6POMM01 493.00000000
-602240.55274197 -1219047.07554839 916 B6POYS01 198.00000000
-458051.15424428 -1222195.52273158 917 B6PRIE01 256.00000000
-483151.14554181 -1190846.06759382 918 B6PRUS01 243.00000000
-733674.07385944 -1191647.52820687 919 B6PYHR01 541.00000000
-683116.81897062 -1190022.71601443 920 B6RAAB01 395.00000000
-583281.94980547 -1223291.39910812 921 B6RABE01 160.00000000
-553350.83543458 -1213366.04127343 922 B6RADO01 225.00000000
-508689.049948 -1241832.40687606 923 B6RADS01 217.00000000
-761582.4519982 -1212920.51705571 924 B6RAMU01 690.00000000
-732749.76048472 -1277573.06939174 925 B6RAND01 363.00000000
-661611.38583757 -1225658.36736335 926 B6RAVE01 259.00000000
-664258.16617516 -1193652.17828927 927 B6REIG01 465.00000000
-651919.85207032 -1203172.81792914 928 B6RETZ01 320.00000000
-796748.76015947 -1205866.2987606 929 B6ROHR01 597.00000000
-483643.87632762 -1230648.59690212 930 B6RYBA01 187.00000000
-750151.73446232 -1213235.87862061 931 B6SAND01 961.00000000
-565576.69830018 -1226895.28428759 932 B6SAST01 172.00000000
-564545.38916487 -1226216.94491946 933 B6SAST02 164.25000000
-743435.21952855 -1214247.61225398 934 B6SCGU01 880.00000000
-501774.16431333 -1216776.8415533 935 B6SELE01 313.00000000
-545987.90570659 -1222692.44162262 936 B6SENI01 228.00000000
-798522.13105156 -1197971.47718354 937 B6SCHL01 555.00000000
-690025.17056002 -1196228.670882 938 B6SCHO01 585.00000000
-702117.32510941 -1199310.77445189 939 B6SCHT01 491.00000000
-805933.90928612 -1186448.8712174 940 B6SCHW01 730.00000000
-615243.64811559 -1227476.16119386 941 B6SCHZ01 242.00000000
-721240.54692922 -1204377.40651909 942 B6SIEB01 656.00000000
-476520.03655632 -1209496.39319969 943 B6SIPK01 335.00000000
-556980.66916165 -1203842.27854777 944 B6SKAL01 178.00000000
-482641.48816714 -1211315.32605449 945 B6SLAT01 284.00000000
-618311.60349022 -1227026.45983723 946 B6SLEI01 199.00000000
-559925.33782503 -1269255.10032024 947 B6SLGR01 138.00000000
-546681.01680947 -1243516.72582244 948 B6SMOL01 242.00000000
-544895.29686333 -1217547.93325284 949 B6SOBO01 240.00000000
-561606.31640505 -1245733.31165384 950 B6SOLO01 211.00000000
-578207.17687525 -1266295.19219498 951 B6STUP01 345.00000000
-601448.12325491 -1237920.88243195 952 B6SULZ01 201.00000000
-564299.08821471 -1269713.86635572 953 B6SVJU01 180.00000000
-492081.68810206 -1241746.93871012 954 B6TOPO01 142.00000000
-685481.74932735 -1280816.39087841 955 B6TRAI01 340.00000000
-500545.34123922 -1207174.11401279 956 B6TREN01 205.00000000
-539578.41126494 -1259282.58294491 957 B6TRNA01 146.00000000
-487487.54899142 -1203528.32290443 958 B6TRTE01 282.00000000
-648956.04774288 -1251879.47237949 959 B6TULN01 175.00000000
-536181.11588939 -1216825.56529713 960 B6TURA01 295.00000000
-476820.44639183 -1223420.5294121 961 B6UHRO01 268.00000000
-477212.99128946 -1222829.15502454 962 B6UHRO02 261.00000000
-647448.66168189 -1202910.35315626 963 B6UNTR01 243.00000000
-471315.61657468 -1207147.51805022 964 B6VABE01 456.00000000
-464152.9359189 -1205068.67835545 965 B6VABG01 482.00000000
-504968.88984445 -1246633.21660246 966 B6VERI01 200.00000000
-707455.07479437 -1196392.62765885 967 B6VITI01 522.00000000
-577319.74388492 -1240229.65161726 968 B6VLEV01 152.36000000
-540278.87489452 -1211069.20068988 969 B6VRBO01 310.00000000
-539640.48482122 -1210572.29157477 970 B6VRBO02 308.00000000
-523425.46433118 -1232886.04659094 971 B6VRBV01 190.00000000
-586440.32664498 -1258626.12595233 972 B6VYSM01 145.00000000
-700161.00677117 -1192608.09877119 973 B6WATH01 495.00000000
-684535.59639018 -1182341.04152286 974 B6WEIK01 460.00000000
-661480.50813575 -1200142.34439725 975 B6WEIT01 418.00000000
-733211.60060472 -1209543.77946596 976 B6WERT01 780.00000000
-627910.5628801 -1263218.66555299 977 B6WIEN01 203.00000000
-754972.39725179 -1209779.37759479 978 B6WIFR01 420.00000000
-611036.26852533 -1208025.48594139 979 B6WILD01 208.00000000
-828113.81606353 -1253570.62977815 980 B6WOLF01 635.00000000
-615265.87921654 -1250070.46092989 981 B6WOLK01 185.00000000
-724062.65425903 -1259183.00107802 982 B6YBBS01 231.00000000
-496674.78331905 -1232524.74782337 983 B6ZAVA01 247.00000000
-595311.6279292 -1236114.88173029 984 B6ZIST01 201.00000000
-492920.08827997 -1225153.6348617 985 B6ZLAT01 268.00000000
-580654.00500042 -1260343.00900448 986 B6ZOHO01 146.00000000
-590579.99475667 -1252603.49375503 987 B6ZVES01 139.86000000
-630460.19350087 -1210340.87271769 988 B6ZWIN01 182.00000000
-753741.99548843 -1241592.59557255 989 C6ALLE01 542.00000000
-711382.98239364 -1183671.00900396 990 C6ALTM01 589.00000000
-737536.83915043 -1265845.0986932 991 C6AMST01 266.00000000
-798303.49815399 -1226654.06655368 992 C6ASCH01 282.00000000
-854213.64740413 -1240879.42853782 993 C6ASPA01 427.00000000
-769357.56956338 -1251706.97468478 994 C6ENNS01 317.00000000
-760560.77170168 -1217998.75985105 995 C6FREI01 539.00000000
-815249.94434424 -1244325.80471604 996 C6GALL01 426.00000000
-722316.52394458 -1194369.49291744 997 C6GMUN01 500.00000000
-807836.58866871 -1200558.06140143 998 C6KOLL01 714.00000000
-737462.99239319 -1231642.58988398 999 C6KONI01 600.00000000
-794973.54705439 -1263976.27042975 1000 C6KREM01 382.00000000
-813882.32030515 -1256663.44194719 1001 C6LAMB01 360.00000000
-758981.40332235 -1205867.35807936 1002 C6LEOP01 
-779888.86792716 -1238912.07743957 1003 C6LINZ01 262.00000000
-715279.36895598 -1173751.11942086 1004 C6LITS01 558.00000000
-779917.80622527 -1219817.46351629 1005 C6OBER01 800.00000000
-740373.13415532 -1241803.37263882 1006 C6PABN01 595.00000000
-834485.62497633 -1193243.21797104 1007 C6PASS01 409.00000000
-772891.20790608 -1221917.8389601 1008 C6REIC01 689.00000000
-839769.06671139 -1211456.7473399 1009 C6SCHA01 307.00000000
-721358.05046659 -1204137.91105285 1010 C6SIEB01 656.00000000
-770794.29085559 -1268237.29487318 1011 C6WACH01 384.00000000
-810343.84503376 -1231213.65825253 1012 C6WAIZ01 400.00000000
-729014.90559789 -1200785.19999162 1013 C6WEIT01 572.00000000
-727151.31591741 -1234449.6335707 1014 C6ZILL01 880.00000000
-707765.48808464 -1212271.44742037 1015 C6ZWET01 505.00000000
-572870.54083336 -1016494.08364144 1016 H6BARD01 320.00000000
-608924.21255736 -985670.85247799 1017 H6BOGU01 520.00000000
-613073.10732351 -965487.26099657 1018 H6BOLK01 310.00000000
-643042.91662367 -976753.70110547 1019 H6BORC01 665.00000000
-551266.49702459 -977023.39914842 1020 H6BORO01 145.00000000
-625727.05338441 -987767.92159938 1021 H6BUKO01 510.00000000
-622342.25055247 -970912.35064498 1022 H6CIEC01 405.00000000
-599841.64705192 -1024754.59910845 1023 H6DUZD01 565.00000000
-576783.77847608 -992467.30813208 1024 H6DZIE01 260.00000000
-595453.74272601 -1011585.55366699 1025 H6GAJO01 400.00000000
-585232.6648467 -1017964.65512095 1026 H6GORZ00 
-618332.75524203 -993329.35736946 1027 H6CHEL01 500.00000000
-605228.00077397 -952495.01090491 1028 H6JAWO01 195.00000000
-598140.85206996 -990242.88325255 1029 H6JEDL01 430.00000000
-635054.86150928 -965719.24278086 1030 H6JELE01 342.00000000
-622818.80052777 -966488.09294441 1031 H6KACR01 470.00000000
-619353.5349593 -982459.96195934 1032 H6KAMI01 360.00000000
-638046.0031606 -978920.73997448 1033 H6KARP01 575.00000000
-582900.36036813 -1023476.19591581 1034 H6KLOD01 356.00000000
-633866.16677015 -976616.53153693 1035 H6KOWA01 430.00000000
-611969.71366441 -1020034.7404933 1036 H6KUDO01 360.00000000
-602100.43458405 -936721.86909411 1037 H6LEGN01 122.00000000
-591975.472258 -985889.07927594 1038 H6LUBA01 305.00000000
-607825.91591997 -979748.77611568 1039 H6LUBO01 470.00000000
-610987.64844285 -995066.11228765 1040 H6MIER01 495.00000000
-628604.32847084 -984406.80192074 1041 H6PACZ01 640.00000000
-626120.52664735 -986265.82062562 1042 H6PAPR01 835.00000000
-643094.39270075 -973049.52515684 1043 H6PODG01 380.00000000
-590780.92835708 -1024298.45249231 1044 H6POLA01 410.00000000
-644923.31546108 -975854.89093938 1045 H6PRZE01 650.00000000
-582895.43317946 -976809.98588921 1046 H6PSZE01 225.00000000
-591702.18204175 -995657.63354227 1047 H6RZCZ01 624.00000000
-599758.71153425 -1024651.88308379 1048 H6SLOS01 555.00000000
-640645.46931527 -983428.27981404 1049 H6SNEZ01 1603.00000000
-577636.97824094 -1008377.29311286 1050 H6SRGO01 403.00000000
-649997.93584104 -962126.86773121 1051 H6STAR01 370.00000000
-577636.97824094 -1008377.29311286 1052 H6STRE01 405.00000000
-683092.729942 -939926.82585338 1053 H6SULI01 215.00000000
-626250.6027389 -954099.18824895 1054 H6SWIE01 270.00000000
-604623.30588038 -979663.3342939 1055 H6SZCZ01 430.00000000
-587351.99914387 -1023665.29704924 1056 H6SZGO01 335.00000000
-593999.44780626 -1009395.6306504 1057 H6TLUM00 
-635202.43262345 -944410.66307216 1058 H6TWAR01 250.00000000
-555024.74715203 -951909.16937806 1059 H6WROC01 120.00000000
-599224.92080702 -1032098.13901204 1060 H6ZIEL01 720.00000000
-845744.38765568 -1137075.74517827 1061 L6BAEI01 710.00000000
-888384.69418579 -1051436.47120369 1062 L6BAER01 610.00000000
-857609.16719441 -1157747.06604194 1063 L6BIMA01 684.00000000
-854767.43379031 -1139503.97941778 1064 L6BOMA01 648.00000000
-892230.34954385 -1001978.91117048 1065 L6BRAM01 600.00000000
-849079.51655553 -1134759.71435063 1066 L6BREN01 1040.00000000
-827875.75747196 -1190410.11694298 1067 L6BUKA01 460.00000000
-896764.64706256 -1095145.15954798 1068 L6DIKI01 498.00000000
-925179.98885948 -1096020.59849161 1069 L6EBPI01 480.00000000
-915271.03179474 -1045129.2787412 1070 L6ERBE01 500.00000000
-927348.00651615 -1174626.09282023 1071 L6ERKL01 450.00000000
-897747.1604701 -1130716.56540291 1072 L6FALK01 562.00000000
-895807.53513413 -1059678.49922267 1073 L6FLBU01 695.00000000
-899655.86059595 -1060842.52625495 1074 L6FLOS01 515.00000000
-825148.6866753 -1172149.79934076 1075 L6FRKR01 803.00000000
-844401.96317873 -1201080.236727 1076 L6FUTE01 476.00000000
-850578.33407384 -1136328.19799374 1077 L6GRAR01 1446.00000000
-840327.26768476 -1141733.74641838 1078 L6GRFA01 1307.00000000
-864281.79948196 -1152988.09949887 1079 L6GRMU01 586.00000000
-820821.76609041 -1176504.80415023 1080 L6GRRE01 655.00000000
-905441.9307178 -1088068.05549594 1081 L6GUWE01 500.00000000
-811582.24795879 -1172247.79024084 1082 L6HABI01 1020.00000000
-898509.01316366 -1017843.51187053 1083 L6HOEG01 517.00000000
-917963.43413652 -990049.81258315 1084 L6HOFH01 567.00000000
-934613.88921477 -1173399.93609219 1085 L6HOTH01 470.00000000
-832492.91457018 -1187919.09024561 1086 L6HUTT01 465.00000000
-853045.29600626 -1160369.29711043 1087 L6KIZE01 705.00000000
-916100.19859385 -1189697.44066028 1088 L6KRON01 493.00000000
-932513.94164918 -1081674.29291496 1089 L6KUEM01 541.00000000
-853625.01054812 -1124598.36725628 1090 L6LALA01 692.00000000
-904148.06072491 -1073286.20344868 1091 L6LERG01 538.00000000
-837553.93459401 -1147782.69520641 1092 L6LIBU01 740.00000000
-879488.98596022 -1041625.47763177 1093 L6MAEH01 675.00000000
-821113.99320014 -1161506.57136312 1094 L6MAFI01 1004.00000000
-883933.3505147 -1046532.75545356 1095 L6MAGR01 720.00000000
-907419.70947118 -1027621.19169928 1096 L6MARK01 508.00000000
-913197.91522628 -1011633.23943694 1097 L6MATL01 524.00000000
-821933.0942225 -1167006.8652945 1098 L6MAUT01 811.00000000
-829785.2822905 -1162007.70279924 1099 L6NEAL01 730.00000000
-812842.69614835 -1178807.36722088 1100 L6NEDU01 880.00000000
-807357.9819192 -1186016.79151052 1101 L6NEKL01 668.00000000
-884178.85216464 -1033417.3559359 1102 L6NEUA01 545.00000000
-895294.40555746 -1108575.87753835 1103 L6NEUK01 465.00000000
-895022.33460425 -1091712.4386782 1104 L6OBVI01 595.00000000
-883377.46005274 -1110520.03247865 1105 L6PEGR01 501.00000000
-904495.03597651 -1031837.5009012 1106 L6PECH01 550.00000000
-833238.78040158 -1176559.30791137 1107 L6PERL01 540.00000000
-815838.34293112 -1167910.9773652 1108 L6PHIL01 917.00000000
-875819.80650586 -1132352.56819789 1109 L6PRMO01 505.00000000
-917410.71745095 -1050406.36987319 1110 L6PRMU01 593.00000000
-853135.22381814 -1152814.43388997 1111 L6REGE01 572.00000000
-926268.71487767 -1131601.3854765 1112 L6REGN01 366.00000000
-909302.75130936 -1002819.76927052 1113 L6REHA01 587.00000000
-830149.19390075 -1180735.4952336 1114 L6ROEH01 480.00000000
-887525.84451046 -1106127.56275411 1115 L6ROST01 450.00000000
-874261.05390309 -1145779.29913238 1116 L6SAEN01 810.00000000
-842903.93114911 -1175093.85235143 1117 L6SALD01 455.00000000
-832814.17089554 -1165375.36457778 1118 L6SAOS01 754.00000000
-838374.78214628 -1177582.68343347 1119 L6SAST01 572.00000000
-882805.51940154 -1084358.39124535 1120 L6SCDI01 695.00000000
-847874.98452455 -1166793.87331776 1121 L6SCEF01 770.00000000
-840903.93387344 -1169773.29162835 1122 L6SCEN01 550.00000000
-906101.20684953 -1005282.22019589 1123 L6SCFI01 632.00000000
-814280.884726 -1190624.34015993 1124 L6SONN01 847.00000000
-838944.25785742 -1156908.70938799 1125 L6SPKL01 759.00000000
-896465.90302821 -1161018.71170931 1126 L6STRA01 350.00000000
-861620.52579503 -1144061.21867943 1127 L6TEIS01 470.00000000
-894664.15864446 -1082415.1567413 1128 L6TEWI01 671.00000000
-906763.04879166 -1016451.43538217 1129 L6THIE01 595.00000000
-884591.80225145 -1095336.36293656 1130 L6TIEF01 543.00000000
-893075.8765732 -1043220.02369444 1131 L6TIRS01 515.00000000
-841342.15261756 -1180957.06241646 1132 L6TITT01 506.00000000
-904233.74614023 -1080827.21200648 1133 L6TRRE01 465.00000000
-816704.44294328 -1207130.70804831 1134 L6UNGO01 630.00000000
-821679.41918038 -1198864.99592426 1135 L6UNSC01 495.00000000
-865004.20293512 -1134070.91004919 1136 L6VIBU01 662.00000000
-867975.17285071 -1137429.85419875 1137 L6VIEC01 455.00000000
-898840.00333795 -1070449.6847473 1138 L6VOHE01 548.00000000
-829520.43717983 -1160248.00091877 1139 L6WAHA01 940.00000000
-912202.25044413 -1034368.76956622 1140 L6WAHO01 690.00000000
-823414.71165868 -1185452.26592513 1141 L6WAKI01 625.00000000
-888436.79648853 -1073971.45398422 1142 L6WAPF01 499.00000000
-894170.1743492 -1027929.17392758 1143 L6WASA01 501.00000000
-909866.42455216 -1034765.104368 1144 L6WASC01 723.00000000
-898220.04227493 -1066719.20379545 1145 L6WATH01 569.00000000
-908900.47009604 -1064933.14793519 1146 L6WEID01 438.00000000
-809218.01261036 -1198783.52128719 1147 L6WEME01 670.00000000
-904286.06464631 -1037512.2775601 1148 L6WIES01 513.00000000
-907581.60349514 -1050153.92488147 1149 L6WINE01 467.00000000
-891750.81395276 -1094166.60138407 1150 L6WINK01 517.00000000
-894117.52106921 -1138861.64149629 1151 L6WIUT01 680.00000000
-912740.49845136 -1022994.69812637 1152 L6WUNS01 520.00000000
-901906.33435273 -1126312.53598745 1153 L6ZEWO01 530.00000000
-846497.70084817 -1150126.08721928 1154 L6ZWBE01 615.00000000
-844782.79096865 -1146676.40801546 1155 L6ZWIE01 615.00000000
-847168.00405273 -1146309.20997408 1156 L6ZWRA01 690.00000000
-842423.41974527 -1139499.64244359 1157 L6ZWWA01 699.00000000
-488991.99844431 -1064500.537367 1158 O6BABO01 230.00000000
-419402.24659659 -1108894.67170173 1159 O6BBIA01 396.00000000
-428345.39635476 -1171566.97011849 1160 O6BELA01 494.00000000
-475487.09322091 -1187040.79597227 1161 O6BELU01 254.00000000
-557558.7793153 -1045162.10693706 1162 O6BIEL01 695.00000000
-410270.36519029 -1078571.90957626 1163 O6BIER01 255.00000000
-424077.83176963 -1115229.75006253 1164 O6BLAT01 882.00000000
-565427.85163514 -1045689.62776267 1165 O6BOLE01 600.00000000
-502977.81782886 -1074510.58640099 1166 O6BRAN01 310.00000000
-505046.08589569 -1074319.62567711 1167 O6BRCE00 
-504913.69434466 -1074443.58495178 1168 O6BRCE01 
-429119.29588748 -1114058.10739139 1169 O6BREN01 350.00000000
-427118.04960197 -1119010.95192076 1170 O6BRLE01 430.00000000
-465903.16474563 -1171557.90434071 1171 O6BRVN01 372.00000000
-581985.46028466 -1038903.27336335 1172 O6BYKL01 365.00000000
-456754.60244638 -1171424.69586438 1173 O6BYTC01 335.00000000
-436656.28970893 -1150059.67982098 1174 O6CADC01 432.00000000
-447750.6765284 -1110230.0101656 1175 O6CIES01 255.00000000
-446432.04438852 -1113573.44668033 1176 O6CSZN00 
-446351.21148405 -1113468.41221147 1177 O6CSZN01 
-433402.49165989 -1121644.01270779 1178 O6CZAN01 852.00000000
-403833.2552621 -997371.60454083 1179 O6CZES01 262.00000000
-583785.32093055 -1044303.70904432 1180 O6DLZD01 365.00000000
-550770.7752747 -990833.14068811 1181 O6DOBR01 175.00000000
-452290.26294627 -1170450.91977536 1182 O6DOHR01 309.00000000
-401364.58347581 -1174025.57536198 1183 O6DOKU01 468.00000000
-458485.34757209 -1190697.0675457 1184 O6DOMA01 367.00000000
-549980.40105229 -1029833.75378904 1185 O6DZWT01 240.00000000
-501804.11305498 -1045460.78259654 1186 O6GLOG01 210.00000000
-501935.66155913 -1060084.05538997 1187 O6GLUB01 290.00000000
-530193.35118227 -1042986.01262338 1188 O6GLUZ00 
-529723.38901828 -1044037.9001839 1189 O6GLUZ01 350.00000000
-454403.43651301 -1092830.74003338 1190 O6GOLK01 211.00000000
-525611.93598153 -1002630.63859658 1191 O6GROD01 170.00000000
-474311.70414895 -1167274.89961155 1192 O6HOMA01 429.00000000
-431421.73871714 -1166978.92028722 1193 O6HOVA01 461.00000000
-398283.61605639 -1164658.38252709 1194 O6HRUS01 697.00000000
-383195.94645774 -1177312.76557152 1195 O6HUTY01 795.00000000
-466453.56266755 -1092153.26285868 1196 O6CHAL00 194.00000000
-466897.78128985 -1091445.60469096 1197 O6CHAL01 205.00000000
-429034.36669627 -1134368.83193212 1198 O6ISTE00 
-429195.82467864 -1134579.39955301 1199 O6ISTE01 580.00000000
-526987.67868737 -1046092.54185774 1200 O6JARN00 350.00000000
-526256.76830151 -1045939.89781658 1201 O6JARN01 350.00000000
-447128.30283157 -1103473.19118514 1202 O6KACZ01 280.00000000
-417159.83282059 -1135612.90647507 1203 O6KAME01 470.00000000
-566434.03230666 -1049834.71458838 1204 O6KAMI01 700.00000000
-413384.34957387 -1060932.24689053 1205 O6KATO01 278.00000000
-487548.96252704 -1072447.80561192 1206 O6KIET01 220.00000000
-401806.10247283 -1118015.01692005 1207 O6KOMO01 420.00000000
-396752.14657587 -1137227.04664083 1208 O6KORB01 650.00000000
-513020.0738028 -1025638.40321309 1209 O6KORF01 200.00000000
-456587.48897083 -1149902.47619582 1210 O6KORN01 565.00000000
-391673.73755193 -1127999.77431172 1211 O6KOSZ01 595.00000000
-359943.11709676 -1082334.23912776 1212 O6KRAK01 215.00000000
-415632.67444405 -1182233.6527528 1213 O6KRAL01 430.00000000
-435080.62327949 -1154088.14628849 1214 O6KRAS01 389.00000000
-468784.63020849 -1084027.67859912 1215 O6KRZY00 
-428254.27711505 -1130859.60014222 1216 O6KUBA01 780.00000000
-445984.57566425 -1185686.62881608 1217 O6KUNE01 550.00000000
-438489.10997688 -1164975.26082645 1218 O6KYNM01 372.00000000
-442207.40663284 -1047396.92548238 1219 O6LABE01 208.00000000
-420938.98816104 -1138561.01429484 1220 O6LALI01 680.00000000
-564814.74892486 -1035687.43162264 1221 O6LAZD01 460.00000000
-458062.43164958 -1092637.79634318 1222 O6LAZI00 
-481458.05717383 -1168780.52698894 1223 O6LAZY01 390.00000000
-373644.9263513 -1161242.39163423 1224 O6LIES01 692.00000000
-415389.93025966 -1125596.29894121 1225 O6LIPO01 530.00000000
-393330.02828392 -1159548.22598543 1226 O6LOKC01 628.00000000
-336055.33209421 -1182249.72895678 1227 O6LOST01 2634.00000000
-412621.88896783 -1186025.74654719 1228 O6LUBO01 470.00000000
-437447.43402871 -1187032.57428338 1229 O6MAHO01 1241.00000000
-459784.86584877 -1154213.20293873 1230 O6MAKO01 574.00000000
-420000.1954482 -1103494.24857944 1231 O6MAZA01 297.00000000
-545714.31402105 -1027917.4789009 1232 O6MESZ01 213.00000000
-573840.65834971 -1048609.24338184 1233 O6MIEG01 710.00000000
-582240.40254251 -1055321.67541055 1234 O6MIEL01 450.00000000
-431263.99901521 -1133191.15255507 1235 O6MLGO01 820.00000000
-399524.29421964 -1148512.88654967 1236 O6MUTN01 835.00000000
-387715.65657886 -1155260.79818144 1237 O6NAME01 614.00000000
-434300.76282496 -1177686.0456571 1238 O6NELU01 360.00000000
-442056.64764613 -1162126.44744399 1239 O6NESL01 425.00000000
-558388.42749913 -1041386.35413148 1240 O6NOGI01 635.00000000
-405061.41396368 -1151679.15306496 1241 O6NOVO01 772.00000000
-403220.86922672 -1152370.92098806 1242 O6NOVO02 752.00000000
-435862.02248728 -1103374.44530026 1243 O6OCHB01 270.00000000
-576472.44615834 -1032892.39265264 1244 O6OLDK01 340.00000000
-575316.848886 -1032120.40935053 1245 O6OLDR01 340.00000000
-485198.37652568 -1011892.2361221 1246 O6OPOL01 165.00000000
-409861.968748 -1158574.83493785 1247 O6ORLE01 785.00000000
-397228.30613499 -1171312.11318027 1248 O6ORPO01 526.00000000
-394480.14049357 -1148093.88313364 1249 O6ORVE01 754.00000000
-429541.30052442 -1148385.0858125 1250 O6OSCA01 502.00000000
-578882.21507109 -1000746.39678112 1251 O6OSTR01 375.00000000
-554083.46712464 -1023152.42893719 1252 O6PACZ01 220.00000000
-410350.90529735 -1178053.38047854 1253 O6PARN01 454.00000000
-398780.40915497 -1127156.36296031 1254 O6PEMA01 425.00000000
-511507.97446931 -1059640.09940721 1255 O6PIEL01 310.00000000
-468445.67495207 -1184401.01214548 1256 O6POBY01 350.00000000
-391364.1797183 -1143074.5428582 1257 O6POLH01 725.00000000
-390540.09272029 -1141683.28471522 1258 O6POLH03 686.00000000
-460368.26834349 -1185967.14488126 1259 O6PREC01 326.00000000
-520344.14959323 -1043268.71205441 1260 O6PRUD01 260.00000000
-464198.01828301 -1193237.19534989 1261 O6PRUZ01 392.00000000
-423523.87475646 -1087492.42364002 1262 O6PSZC01 270.00000000
-582895.43317946 -976809.98588921 1263 O6PSZE01 225.00000000
-474075.43481325 -1180799.65488845 1264 O6PUCH01 285.00000000
-387196.06249385 -1147827.35721802 1265 O6RABA01 645.00000000
-386029.28622518 -1145678.99911439 1266 O6RABC01 718.00000000
-471550.22387835 -1069386.59272137 1267 O6RACI00 
-474997.7413696 -1076010.69555248 1268 O6RACI01 206.00000000
-409778.07681465 -1128023.59288129 1269 O6RADW01 395.00000000
-414526.15062198 -1143060.69140463 1270 O6RAJC01 495.00000000
-451759.60388165 -1187341.15237638 1271 O6RAJE01 462.00000000
-453722.7364686 -1190751.89149848 1272 O6RALE01 492.00000000
-500861.48240898 -1045324.33412518 1273 O6RASL00 
-502311.68252212 -1046307.6773511 1274 O6RASL01 200.00000000
-446797.42866441 -1183948.11175841 1275 O6RATE01 453.00000000
-430779.2627225 -1117721.74894774 1276 O6ROWW01 768.00000000
-427537.72098395 -1103024.43006914 1277 O6RUDZ01 345.00000000
